Run ID,LLM Judge Model,Task,Outcome
M1S__UP075,deepseek/deepseek-v4-pro,information_extraction,5
M1S__UP071,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP073,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP076,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1G__UP077,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1G__UP074,deepseek/deepseek-v4-pro,information_extraction,5
M1S__UP077,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M1S__UP077,openai/gpt-oss-120b,information_extraction,5
M1S__UP076,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP077,openai/gpt-oss-120b,information_extraction,5
M1S__UP078,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1G__UP071,deepseek/deepseek-v4-pro,information_extraction,5
M1S__UP078,openai/gpt-oss-120b,information_extraction,5
M1G__UP076,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP078,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1S__UP078,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP079,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1G__UP077,deepseek/deepseek-v4-pro,information_extraction,5
M1S__UP079,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1G__UP078,deepseek/deepseek-v4-pro,information_extraction,5
M1S__UP070,deepseek/deepseek-v4-pro,information_extraction,3
M1G__UP078,openai/gpt-oss-120b,information_extraction,5
M1S__UP080,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1S__UP079,openai/gpt-oss-120b,information_extraction,5
M1G__UP080,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M1G__UP079,openai/gpt-oss-120b,information_extraction,5
M1G__UP079,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP081,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP077,deepseek/deepseek-v4-pro,information_extraction,5
M1G__UP080,openai/gpt-oss-120b,information_extraction,1
M1G__UP081,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP070,deepseek/deepseek-v4-pro,information_extraction,3
M1G__UP076,openai/gpt-oss-120b,information_extraction,5
M1S__UP082,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP081,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP081,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP082,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP080,openai/gpt-oss-120b,information_extraction,1
M1S__UP082,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP083,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP079,deepseek/deepseek-v4-pro,information_extraction,5
M1S__UP083,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP083,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP082,openai/gpt-oss-120b,closed_qa,FALSE
M1S__UP084,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP084,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP072,deepseek/deepseek-v4-pro,information_extraction,3
M1G__UP084,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP083,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1S__UP082,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP084,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP083,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP085,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP084,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP085,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP083,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP072,deepseek/deepseek-v4-pro,information_extraction,4
M1S__UP086,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP085,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP085,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP086,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP084,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP080,deepseek/deepseek-v4-pro,information_extraction,2
M1G__UP087,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP086,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP087,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP081,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP087,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP086,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP088,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP087,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP082,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1S__UP088,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP088,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP089,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP089,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP081,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1S__UP087,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP089,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP088,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP088,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP090,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP090,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP086,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP089,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP085,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP088,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP090,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP080,deepseek/deepseek-v4-pro,information_extraction,1
M1G__UP091,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP087,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP090,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP091,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP091,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP092,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP091,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP090,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP092,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP090,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP091,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP093,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP091,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP093,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP093,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP092,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP093,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP092,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP089,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1G__UP085,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP094,meta-llama/llama-3.3-70b-instruct,closed_qa,FALSE
M1G__UP092,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP094,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP095,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP093,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP093,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP095,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP095,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP096,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP094,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP095,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP092,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP096,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP094,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP097,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP094,openai/gpt-oss-120b,closed_qa,FALSE
M1G__UP097,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP097,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP089,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1G__UP086,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1S__UP097,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP098,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP096,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP095,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP098,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP094,deepseek/deepseek-v4-pro,closed_qa,FALSE
M1G__UP097,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP096,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP099,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP098,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP097,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP099,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1S__UP095,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP099,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP100,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP096,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP099,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP100,openai/gpt-oss-120b,closed_qa,TRUE
M1G__UP100,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M1G__UP098,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP001,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP001,meta-llama/llama-3.3-70b-instruct,summarization,4
M1G__UP100,openai/gpt-oss-120b,closed_qa,TRUE
M1S__UP096,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP002,meta-llama/llama-3.3-70b-instruct,summarization,5
M1S__UP100,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP001,openai/gpt-oss-120b,summarization,5
M2S__UP002,openai/gpt-oss-120b,summarization,5
M1S__UP099,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1S__UP098,deepseek/deepseek-v4-pro,closed_qa,TRUE
M1G__UP098,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP002,meta-llama/llama-3.3-70b-instruct,summarization,5
M2S__UP002,deepseek/deepseek-v4-pro,summarization,5
M2G__UP003,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP001,openai/gpt-oss-120b,summarization,5
M2G__UP002,openai/gpt-oss-120b,summarization,5
M2S__UP003,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP004,meta-llama/llama-3.3-70b-instruct,summarization,4
M1G__UP100,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP004,meta-llama/llama-3.3-70b-instruct,summarization,5
M1G__UP099,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP002,deepseek/deepseek-v4-pro,summarization,5
M2G__UP003,openai/gpt-oss-120b,summarization,5
M2G__UP005,meta-llama/llama-3.3-70b-instruct,summarization,5
M2S__UP003,openai/gpt-oss-120b,summarization,5
M2G__UP004,openai/gpt-oss-120b,summarization,4
M2S__UP005,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP004,openai/gpt-oss-120b,summarization,4
M2S__UP006,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP006,openai/gpt-oss-120b,summarization,5
M2S__UP003,deepseek/deepseek-v4-pro,summarization,5
M2G__UP005,deepseek/deepseek-v4-pro,summarization,5
M2G__UP001,deepseek/deepseek-v4-pro,summarization,5
M2G__UP003,deepseek/deepseek-v4-pro,summarization,5
M2G__UP006,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP005,openai/gpt-oss-120b,summarization,5
M2G__UP007,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP007,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP007,openai/gpt-oss-120b,summarization,5
M2G__UP006,deepseek/deepseek-v4-pro,summarization,5
M2S__UP007,openai/gpt-oss-120b,summarization,5
M2S__UP008,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP004,deepseek/deepseek-v4-pro,summarization,4
M2G__UP006,openai/gpt-oss-120b,summarization,4
M2G__UP008,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP004,deepseek/deepseek-v4-pro,summarization,5
M2G__UP009,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP008,openai/gpt-oss-120b,summarization,5
M2S__UP001,deepseek/deepseek-v4-pro,summarization,5
M2S__UP009,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP006,deepseek/deepseek-v4-pro,summarization,5
M2S__UP008,openai/gpt-oss-120b,summarization,5
M2S__UP005,openai/gpt-oss-120b,summarization,5
M2G__UP009,openai/gpt-oss-120b,summarization,5
M2S__UP009,openai/gpt-oss-120b,summarization,5
M2S__UP010,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP010,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP008,deepseek/deepseek-v4-pro,summarization,5
M2S__UP005,deepseek/deepseek-v4-pro,summarization,5
M2G__UP011,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP008,deepseek/deepseek-v4-pro,summarization,5
M2S__UP009,deepseek/deepseek-v4-pro,summarization,5
M2S__UP011,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP009,deepseek/deepseek-v4-pro,summarization,5
M2S__UP012,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP012,openai/gpt-oss-120b,summarization,5
M2G__UP011,openai/gpt-oss-120b,summarization,2
M2G__UP012,meta-llama/llama-3.3-70b-instruct,summarization,5
M2S__UP012,deepseek/deepseek-v4-pro,summarization,5
M2S__UP011,openai/gpt-oss-120b,summarization,5
M2G__UP013,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP012,openai/gpt-oss-120b,summarization,5
M2G__UP007,deepseek/deepseek-v4-pro,summarization,5
M2S__UP007,deepseek/deepseek-v4-pro,summarization,5
M2G__UP010,openai/gpt-oss-120b,summarization,5
M2G__UP013,openai/gpt-oss-120b,summarization,5
M2S__UP013,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP011,deepseek/deepseek-v4-pro,summarization,5
M2G__UP012,deepseek/deepseek-v4-pro,summarization,5
M2S__UP013,openai/gpt-oss-120b,summarization,5
M2G__UP014,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP014,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP015,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP014,openai/gpt-oss-120b,summarization,5
M2S__UP010,openai/gpt-oss-120b,summarization,4
M2G__UP013,deepseek/deepseek-v4-pro,summarization,5
M2S__UP015,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP015,openai/gpt-oss-120b,summarization,5
M2S__UP016,meta-llama/llama-3.3-70b-instruct,summarization,5
M2S__UP015,openai/gpt-oss-120b,summarization,5
M2S__UP013,deepseek/deepseek-v4-pro,summarization,5
M2S__UP014,openai/gpt-oss-120b,summarization,3
M2G__UP016,openai/gpt-oss-120b,summarization,5
M2S__UP016,openai/gpt-oss-120b,summarization,5
M2G__UP017,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP015,deepseek/deepseek-v4-pro,summarization,5
M2G__UP014,deepseek/deepseek-v4-pro,summarization,5
M2S__UP017,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP011,deepseek/deepseek-v4-pro,summarization,5
M2G__UP017,openai/gpt-oss-120b,summarization,4
M2G__UP016,meta-llama/llama-3.3-70b-instruct,summarization,5
M2S__UP018,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP016,deepseek/deepseek-v4-pro,summarization,5
M2G__UP016,deepseek/deepseek-v4-pro,summarization,5
M2S__UP017,openai/gpt-oss-120b,summarization,4
M2G__UP015,deepseek/deepseek-v4-pro,summarization,5
M2G__UP018,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP019,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP019,openai/gpt-oss-120b,summarization,5
M2S__UP019,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP017,deepseek/deepseek-v4-pro,summarization,5
M2G__UP018,openai/gpt-oss-120b,summarization,5
M2S__UP018,openai/gpt-oss-120b,summarization,4
M2S__UP017,deepseek/deepseek-v4-pro,summarization,5
M2S__UP020,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP019,openai/gpt-oss-120b,summarization,5
M2G__UP010,deepseek/deepseek-v4-pro,summarization,4
M2S__UP014,deepseek/deepseek-v4-pro,summarization,4
M2G__UP020,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP021,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP021,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP021,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP020,openai/gpt-oss-120b,summarization,5
M2G__UP020,openai/gpt-oss-120b,summarization,5
M2G__UP018,deepseek/deepseek-v4-pro,summarization,5
M2S__UP021,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP022,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2G__UP022,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2G__UP021,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP022,openai/gpt-oss-120b,open_qa,FALSE
M2G__UP023,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP018,deepseek/deepseek-v4-pro,summarization,5
M2S__UP023,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP021,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP023,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP023,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP022,openai/gpt-oss-120b,open_qa,FALSE
M2S__UP024,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2G__UP023,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP024,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2S__UP023,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP024,openai/gpt-oss-120b,open_qa,FALSE
M2G__UP020,deepseek/deepseek-v4-pro,summarization,5
M2G__UP025,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP019,deepseek/deepseek-v4-pro,summarization,5
M2S__UP025,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP022,deepseek/deepseek-v4-pro,open_qa,FALSE
M2S__UP020,deepseek/deepseek-v4-pro,summarization,5
M2G__UP019,deepseek/deepseek-v4-pro,summarization,5
M2S__UP026,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP025,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP026,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP026,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP025,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP024,openai/gpt-oss-120b,open_qa,FALSE
M2G__UP027,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP026,openai/gpt-oss-120b,open_qa,FALSE
M2S__UP027,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP027,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP027,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP028,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP028,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP025,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP025,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP028,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP022,deepseek/deepseek-v4-pro,open_qa,FALSE
M2G__UP028,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP024,deepseek/deepseek-v4-pro,open_qa,FALSE
M2G__UP029,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP027,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP029,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP029,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP030,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP029,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP030,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP026,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP030,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP028,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP031,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP029,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP030,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP031,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP031,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP026,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP029,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP024,deepseek/deepseek-v4-pro,open_qa,FALSE
M2S__UP032,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP032,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP032,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP028,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP032,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP033,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP031,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP032,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP033,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP033,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP034,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP031,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP034,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP031,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP034,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP034,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP030,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP035,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP033,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP035,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP034,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP035,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP035,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP036,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2G__UP034,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP036,openai/gpt-oss-120b,open_qa,FALSE
M2S__UP036,openai/gpt-oss-120b,open_qa,FALSE
M2G__UP036,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2G__UP037,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP027,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP033,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP037,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP037,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP037,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP036,deepseek/deepseek-v4-pro,open_qa,FALSE
M2G__UP035,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP038,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP038,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP038,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP032,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP037,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP039,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP033,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP038,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP039,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2G__UP039,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP038,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP040,meta-llama/llama-3.3-70b-instruct,open_qa,FALSE
M2S__UP039,openai/gpt-oss-120b,open_qa,TRUE
M2G__UP036,deepseek/deepseek-v4-pro,open_qa,FALSE
M2G__UP039,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP040,openai/gpt-oss-120b,open_qa,FALSE
M2G__UP040,meta-llama/llama-3.3-70b-instruct,open_qa,TRUE
M2S__UP038,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP041,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP040,openai/gpt-oss-120b,open_qa,TRUE
M2S__UP041,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP041,openai/gpt-oss-120b,classification,5
M2S__UP041,openai/gpt-oss-120b,classification,5
M2S__UP042,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP010,deepseek/deepseek-v4-pro,summarization,4
M2G__UP042,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP030,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP040,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP043,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP035,deepseek/deepseek-v4-pro,open_qa,TRUE
M2G__UP041,deepseek/deepseek-v4-pro,classification,5
M2S__UP043,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP042,openai/gpt-oss-120b,classification,4
M2S__UP039,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP044,meta-llama/llama-3.3-70b-instruct,classification,4
M2S__UP037,deepseek/deepseek-v4-pro,open_qa,TRUE
M2S__UP042,openai/gpt-oss-120b,classification,4
M2G__UP044,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP041,deepseek/deepseek-v4-pro,classification,5
M2S__UP040,deepseek/deepseek-v4-pro,open_qa,FALSE
M2G__UP043,deepseek/deepseek-v4-pro,classification,1
M2S__UP043,openai/gpt-oss-120b,classification,5
M2G__UP045,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP043,deepseek/deepseek-v4-pro,classification,5
M2S__UP045,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP043,openai/gpt-oss-120b,classification,1
M2G__UP045,openai/gpt-oss-120b,classification,5
M2S__UP046,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP045,openai/gpt-oss-120b,classification,5
M2G__UP046,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP045,deepseek/deepseek-v4-pro,classification,5
M2S__UP044,openai/gpt-oss-120b,classification,5
