"run_id","task_category","model_slug","condition","final_content_empty","h5_scoring_source","n_judges","qa_correct","judge_mean_score"
"M2G__UP048","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP049","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP049","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP050","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M2G__UP050","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP051","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP051","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP052","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP052","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP053","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP053","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP054","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP054","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP055","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP055","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP056","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP056","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP057","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M2S__UP057","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4
"M2S__UP058","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP058","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M2G__UP059","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP059","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP060","classification","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP060","classification","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP061","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP061","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP062","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M2G__UP062","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP063","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP063","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4
"M2S__UP064","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP064","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP065","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP065","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4
"M2S__UP066","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP066","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP067","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP067","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP068","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP068","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M2G__UP069","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP069","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP070","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP070","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP071","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP071","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP072","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP072","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP073","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP073","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP074","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP074","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP075","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP075","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP076","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2G__UP076","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP077","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP077","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M2S__UP078","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2G__UP078","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2G__UP079","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,5
"M2S__UP079","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,5
"M2S__UP080","information_extraction","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,,4
"M2G__UP080","information_extraction","gemma4:12b","General",FALSE,"three_judge_panel",3,,2.33333333333333
"M2G__UP081","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP081","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP082","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP082","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP083","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP083","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP084","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP084","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP085","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP085","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP086","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP086","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP087","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP087","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP088","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP088","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP089","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP089","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP090","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP090","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP091","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP091","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP092","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP092","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP093","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP093","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP094","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP094","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP095","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP095","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP096","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP096","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP097","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP097","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP098","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP098","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2G__UP099","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M2S__UP099","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2S__UP100","closed_qa","gemma4:12b","Sustainability",FALSE,"three_judge_panel",3,1,
"M2G__UP100","closed_qa","gemma4:12b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP001","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3S__UP001","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP002","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP002","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP003","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP003","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP004","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3G__UP004","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP005","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP005","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP006","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP006","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3G__UP007","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3.33333333333333
"M3S__UP007","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP008","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP008","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3G__UP009","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP009","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP010","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4
"M3G__UP010","summarization","qwen3.5:9b","General",TRUE,"deterministic_empty_response",0,,1
"M3G__UP011","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3S__UP011","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP012","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP012","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP013","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3
"M3S__UP013","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP014","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,3.33333333333333
"M3G__UP014","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3
"M3G__UP015","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3S__UP015","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP016","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP016","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M3G__UP017","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP017","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4
"M3S__UP018","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP018","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP019","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP019","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP020","summarization","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP020","summarization","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP021","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,0,
"M3S__UP021","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP022","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,0,
"M3G__UP022","open_qa","qwen3.5:9b","General",TRUE,"deterministic_empty_response",0,0,
"M3G__UP023","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP023","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP024","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,0,
"M3G__UP024","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,0,
"M3G__UP025","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP025","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP026","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP026","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP027","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP027","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP028","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP028","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP029","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP029","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP030","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP030","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP031","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,0,
"M3S__UP031","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP032","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP032","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP033","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP033","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP034","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP034","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP035","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP035","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP036","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,0,
"M3G__UP036","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP037","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP037","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP038","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP038","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP039","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP039","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP040","open_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,0,
"M3G__UP040","open_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,0,
"M3G__UP041","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP041","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP042","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,2.66666666666667
"M3G__UP042","classification","qwen3.5:9b","General",TRUE,"deterministic_empty_response",0,,1
"M3G__UP043","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M3S__UP043","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP044","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP044","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3G__UP045","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP045","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP046","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4
"M3G__UP046","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP047","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3.66666666666667
"M3S__UP047","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,3.33333333333333
"M3S__UP048","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,3.66666666666667
"M3G__UP048","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP049","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP049","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP050","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP050","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP051","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP051","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP052","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP052","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP053","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP053","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP054","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3G__UP054","classification","qwen3.5:9b","General",TRUE,"deterministic_empty_response",0,,1
"M3G__UP055","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP055","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP056","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP056","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP057","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP057","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4
"M3S__UP058","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.33333333333333
"M3G__UP058","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP059","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3.33333333333333
"M3S__UP059","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP060","classification","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP060","classification","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP061","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP061","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP062","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4
"M3G__UP062","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3
"M3G__UP063","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3S__UP063","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP064","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP064","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP065","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP065","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP066","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP066","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP067","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3S__UP067","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP068","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP068","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,3.33333333333333
"M3G__UP069","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP069","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP070","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP070","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3G__UP071","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP071","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP072","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP072","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4
"M3G__UP073","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP073","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP074","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP074","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3G__UP075","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP075","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP076","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP076","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.33333333333333
"M3G__UP077","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP077","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,4.66666666666667
"M3S__UP078","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3G__UP078","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3G__UP079","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,5
"M3S__UP079","information_extraction","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,,5
"M3S__UP080","information_extraction","qwen3.5:9b","Sustainability",TRUE,"deterministic_empty_response",0,,1
"M3G__UP080","information_extraction","qwen3.5:9b","General",FALSE,"three_judge_panel",3,,2.66666666666667
"M3G__UP081","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP081","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,0,
"M3S__UP082","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP082","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP083","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP083","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP084","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP084","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP085","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP085","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP086","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP086","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP087","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP087","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP088","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP088","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP089","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP089","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP090","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP090","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP091","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP091","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP092","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3G__UP092","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3G__UP093","closed_qa","qwen3.5:9b","General",FALSE,"three_judge_panel",3,1,
"M3S__UP093","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
"M3S__UP094","closed_qa","qwen3.5:9b","Sustainability",FALSE,"three_judge_panel",3,1,
